Evento,RGS,Perfil solicitado,EVC,Habilidades Técnicas,Pruebas,Medellin,Fecha Solicitud,Tipo Solicitud,Estado,Observaciones
2718,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;SQL;ORACLE; SERENITY;Patrón de diseño ScreenPlay;Gherkin / Cucumber;Selenium;Git Se requieren conocimientos en: deseable SAP CRM Modulo de Servicio AQRS, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,11/20/23,NUEVA,APLICADO_DESISTIDO,
2720,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;ORACLE Se requieren conocimientos en: deseables automatización de pruebas para Bizagi, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,11/21/23,NUEVA,CANCELADO,
2705,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;PostgreSQL;Spring Boot;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;Git;RabbitMQ Se requieren conocimientos en: Cloud AWS,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,11/22/23,NUEVA,APLICADO_PRESELECCIONADO,
2713,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;Spring Cloud;Artifactory;Azure Active Directory;Kubernetes;Git,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,11/27/23,NUEVA,APLICADO_PRESELECCIONADO,
2730,,ANÁLISIS DE PERFORMANCE SEMI-SENIOR,,Java SE;Jmeter;DevOps;ISERIES, ;TST2022: PRUEBAS PERFORMANCE,,11/29/23,REEMPLAZO,APLICADO_SELECCIONADO,R Marllon David Pena Ramirez
2732,,DESARROLLOS BACK-END SENIOR,,JAVA SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;Git,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,12/5/23,NUEVA,CANCELADO,
2731,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;PostgreSQL;AWS DynamoDB; SERENITY;Karate Framework;AWS RDS;Git;Análisis Estático (SonarQube) Se requieren conocimientos en: Devops;postman;jmeter;pruebas performance Conocimientos en Patron Screenplay;Cucumber (features);IntelliJ, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,12/12/23,NUEVA,APLICADO_PRESELECCIONADO,
2773,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;ORACLE,•TST2022: AUTOMATIZACIÓN_PRUEBAS •TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,1/15/24,REASIGNACION,APLICADO_PRESELECCIONADO,Reasignación interna
2777,,ANÁLISIS DE PERFORMANCE SEMI-SENIOR,,Java SE;Jmeter;DevOps Se requieren conocimientos en: en pruebas de performance;experto en j-Meter;devOps y AWS, ;TST2022: PRUEBAS PERFORMANCE,,1/18/24,NUEVA,APLICADO_PRESELECCIONADO,
2792,,DESARROLLOS BACK-END SEMI-SENIOR,,Python;Java SE;AWS DynamoDB;PostgreSQL;Flask;Pandas;OAuth 20;Pruebas Unitarias;DOCKER;Kubernetes;Git Se requieren conocimientos en Python;Base de datos relacionales y No-relacionales;Microservicios Plus conocimiento en temas de Inteligencia Artifilical (MLOPS);como (SageMaker (suit);Api Gateway;Glue y Spark;trabajo con IaC para Azure y AWS;PostgreSQL con pgvector;manejo de bases de datos vectoriales),,,1/24/24,NUEVA,CANCELADO,
2809,,DESARROLLOS BACK-END SENIOR ,,JAVA SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;Git,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,1/25/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna
2810,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;DB2;ORACLE; SERENITY;Micro Focus Extra! X-treme (MyExtra);Gherkin / Cucumber;AWS RDS;Selenium;Git, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,1/25/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna
2786,,DESARROLLOS FRONT-END SENIOR,,TYPESCRIPT;JavaScript;Angular;Redux;DDD;LocalStorage;WebPack;NPM," ;TST_2023_V1: ING_SW_BASE(FrontEnd-ANGULAR, TYPESCRIPT, HTML);TST2021: FRONTEND (ANGULAR, TYPESCRIPT, HTML)_v2_VSTI",,1/25/24,NUEVA,APLICADO_NO_SELECCIONADO,
2813,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;SQL;AWS DynamoDB;DB2; SERENITY;BDD Framework;Micro Focus Extra! X-treme (MyExtra);Gherkin / Cucumber;Patrón de diseño ScreenPlay;AWS RDS;Postman ;Análisis Estático (SonarQube), ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,1/25/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna/rotación otro proveedor
2829,,DESARROLLOS BACK-END SEMI-SENIOR,,Python;Java SE;PostgreSQL;Sterling;Nodejs;Postman ,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,2/9/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna
2843,,DESARROLLOS BACK-END SEMI-SENIOR,,Python;Java SE;PostgreSQL;Sterling;Nodejs;Postman ,  PRUEBA MATRICES DE CONOCIMIENTO 2023,,2/9/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna
2835,,DESARROLLOS FRONT-END SEMI-SENIOR,,TYPESCRIPT;Fundamentos HTML;Angular;DDD;NPM Se requieren conocimientos en Angular;html;css y typescript Desarrollo de puebas unitarias con TDDD," ;TST_2023_V1: ING_SW_BASE(FrontEnd-ANGULAR, TYPESCRIPT, HTML);TST2021: FRONTEND (ANGULAR, TYPESCRIPT, HTML)_v2_VSTI",,2/9/24,NUEVA,CANCELADO,
2842,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;TYPESCRIPT;REDIS;AWS DynamoDB;Angular;Spring Boot;AMAZON EC2;Jmeter;Azure Active Directory;Kubernetes;DOCKER;Git;NPM," ;TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",,2/14/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna
2861,,DESARROLLOS FULL-STACK SENIOR,,Java SE;RPG/ILE;MYSQL;SQL Server," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,2/19/24,NUEVA,APLICADO_SELECCIONADO,Rotación por licencia de Jairo Alberto Henao Cediel
2864,,DESARROLLOS BACK-END JUNIOR,,Python;SQL Server;DB2 Se requieren conocimientos en: SQL y No SQL;Conocimientos en Comandos en Git;Conocimientos Básicos en AWS;Conocimientos en implementación o consumo de Apis y microservicios;Experiencia en manejo en (Jmeter;Postman;SoapUI) Pruebas Funcionales o Modulares Azure Devops Grafana, ;TST2022: PYTHON+SQL;TST2022: ING_SW_BASE_ETS_v3(Python),,2/20/24,NUEVA,APLICADO_SELECCIONADO,Nuevo
2876,,DESARROLLOS FRONT-END SENIOR,,JavaScript;Angular;Event-driven Architecture (EDA);WebPack,"•TST2021: FRONTEND (ANGULAR, TYPESCRIPT, HTML)_v2_VSTI •TST_2023_V1: ING_SW_BASE(FrontEnd-ANGULAR, TYPESCRIPT, HTML)",,3/4/24,NUEVA,APLICADO_SELECCIONADO,Interno
2874,,DESARROLLOS MOBILE SENIOR,,Dart;SQLite;SQL Server;Artifactory;Flutter;Mockito;Git,•TST2021: MOBILE_FLUTTER_JAVA(Mob) •TST2022: ING_SW_BASE_ETS_v3(MobFlutter),,3/4/24,NUEVA,APLICADO_SELECCIONADO,Nuevo
2872,,DESARROLLOS BACK-END SENIOR,,CL;RPG/ILE;DB2, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,3/1/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna
2889,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;TYPESCRIPT;REDIS;AWS DynamoDB;Angular;Spring Boot;AMAZON EC2;Jmeter;Azure Active Directory;Kubernetes;DOCKER;Git;NPM," ;TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",,3/13/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna
2899,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;RPG/ILE;DB2;MYSQL;Angular;Spring Boot;Artifactory;Jmeter;Azure Active Directory;WAS;Kubernetes;Git;NPM Se requieren conocimientos altos en nube AWS,"•TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava) •TST2021: JAVA+SQL_ETS(FSJava) •TST2022: ING_SW_BASE_ETS_v3(FSJava)",,3/22/24,NUEVA,APLICADO_NO_SELECCIONADO,
2867,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;RPG/ILE;SQL Server;DB2;Artifactory;Git, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,3/26/24,REASIGNACION,CANCELADO,Reasignación interna
2902,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;Python;AWS DynamoDB;MYSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;SOLID;DOCKER;Kubernetes;Git;Gradle,•TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,3/26/24,NUEVA,APLICADO_NO_SELECCIONADO,
2894,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;Spring Boot;Artifactory;BDD (Gherkin / Serenity);Kubernetes;Gradle Se requieren conocimientos en: programación reactiva;Git y Pruebas unitarias,•TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,3/27/24,NUEVA,NO_APLICADO,
2899,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;RPG/ILE;DB2;MYSQL;Angular;Spring Boot;Artifactory;Jmeter;Azure Active Directory;WAS;Kubernetes;Git;NPM Se requieren conocimientos altos en nube AWS,"•TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava) •TST2021: JAVA+SQL_ETS(FSJava) •TST2022: ING_SW_BASE_ETS_v3(FSJava) ",,4/4/24,NUEVA,NO_APLICADO,
2867,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;RPG/ILE;SQL Server;DB2;Artifactory;Git Importante: El prestador debe de vivir en Medellín,•TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,4/8/24,NUEVA,NO_APLICADO,
2915,,DESARROLLOS FULL-STACK SENIOR,,Java SE;RPG/ILE;MYSQL;SQL Server," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,4/10/24,REASIGNACION,CANCELADO,
2921,,DESARROLLOS MOBILE SENIOR,,Dart;Couchbase Mobile;Artifactory;Flutter;Mockito;Postman Hace referencia a rotación Tener en cuenta;se requieren conocimientos en: Flutter,•TST2021: MOBILE_FLUTTER_JAVA(Mob) •TST2022: ING_SW_BASE_ETS_v3(MobFlutter) ,,4/12/24,NUEVA,APLICADO_PRESELECCIONADO,Rotación
2924,,DESARROLLOS FULL-STACK SENIOR,,JavaScript;Java SE;PostgreSQL,"•TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava) •TST2022: ING_SW_BASE_ETS_v3(FSJava) •TST2021: JAVA+SQL_ETS(FSJava) ",,4/12/24,REASIGNACION,CANCELADO,Rotación de PEDRO JAVIER VARGAS MARTIN y el reintegro del prestador Jairo Alberto Henao Cediel
2933,,DESARROLLOS MOBILE SENIOR,,Dart;SQLite;Artifactory;Mobile First Design;Despliegue en Tiendas;Git,•TST2021: MOBILE_FLUTTER_JAVA(Mob) •TST2022: ING_SW_BASE_ETS_v3(MobFlutter),,4/16/24,NUEVA,APLICADO_SELECCIONADO,
2934,,DESARROLLOS FULL-STACK SENIOR,,JavaScript;Java SE;PostgreSQL,•TST2021: JAVA+SQL_ETS(FSJava),,4/16/24,REASIGNACION,APLICADO_SELECCIONADO,Rotación de PEDRO JAVIER VARGAS MARTIN  Reingreso del prestador Jairo Alberto Henao 
2939,,ANÁLISIS DE PERFORMANCE SENIOR,,Java SE;JavaScript;Jmeter;DevOps,,,4/19/24,REASIGNACION,APLICADO_SELECCIONADO,Reasignación interna
2938,,DESARROLLOS FULL-STACK SENIOR,,Java SE;JavaScript;AWS DynamoDB;PostgreSQL;Angular;Spring Boot;Artifactory;AMAZON EC2;Jmeter;DDD;DOCKER;Kubernetes;RabbitMQ;Git Se requieren conocimientos en: jest;jasmine;Playwright;junit;mockito;Karate;SpringWebflux;Gradle;ProgReactiva;Azure DevOps (base);CleanArchitecture;CleanCode;Sonar;SOLID;Servicios Rest;Node JS,"•TST2022: ING_SW_BASE_ETS_v3(FSJava) •TST2021: JAVA+SQL_ETS(FSJava) •TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,4/23/24,NUEVA,NO_APLICADO,
2957,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;MongoDB;AWS DynamoDB;Karate Framework;REST;AWS RDS;Postman Se requieren conocimientos en: Framework Spring;Reactor y Webflux Conocimientos en soluciones desplegadas en nube AWS Conocimientos en Playwright,•TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,,4/29/24,NUEVA,NO_APLICADO,
2958,,DESARROLLOS BACK-END JUNIOR,,RPG/ILE;Java SE;DB2;AWS DynamoDB;Spring Cloud;Spring Web;Artifactory;SWIFT;Azure Active Directory;Pruebas Unitarias;IIS;WMQ;Git;Gradle,•TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,5/8/24,NUEVA,APLICADO_SELECCIONADO,
2963,,DESARROLLOS BACK-END SENIOR,,COBOL;RPG/ILE;DB2;PostgreSQL;Spring Boot;Artifactory;Event-driven Architecture (EDA);SOLID;WAS;WMQ;Git;RabbitMQ,•TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,5/8/24,REEMPLAZO,APLICADO_SELECCIONADO,AUGUSTO SEPULVEDA BILBAO / 2024 05 03 / TCS SOLUTION CENTER SUCURSAL COLOMBIA / RETIRO REPORTADO POR EL PROVEEDOR
2962,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;Elixir;ORACLE;PostgreSQL;Angular;Spring Boot;AMAZON EC2;Artifactory;DOCKER;Kubernetes;Git;JUNIT Se requiere conocimiento en Elixir,"•TST2021: JAVA+SQL_ETS(FSJava) •TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava) •TST2022: ING_SW_BASE_ETS_v3(FSJava)",,5/9/24,NUEVA,APLICADO_SELECCIONADO,
2966,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;PostgreSQL;MongoDB; SERENITY;Micro Focus Extra! X-treme (MyExtra);DevOps;BDD (Gherkin / Serenity);AWS RDS;Selenium;Postman Se requieren conocimientos y experiencia en Pruebas E2E y de microservicios;Principios SOLID;Pirámide SCOTT;Arquitecturas limpias;REST;Manejo en matriz de riesgo;Diseño y elaboración de casos de usos;Manejo y conocimiento de servicios AWS;cucumber y GIT,•TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,,5/9/24,NUEVA,CANCELADO,[9   19 a   m ] Juliana Jaramillo Corrales Buenos días   La solicitud 2966 queda en stand by por lo tanto el posteo se venció próximamente les informamos como se manejarán la solicitud   Muchas gracias 
2971,,DESARROLLOS FULL-STACK SENIOR,,Java SE;JavaScript;AWS DynamoDB;PostgreSQL;Angular;Spring Boot;Artifactory;AMAZON EC2;Jmeter;DDD;DOCKER;Kubernetes;RabbitMQ;Git Se requieren conocimientos en jest;jasmine;karma;Playwright;junit;mockito;Karate;SpringWebflux;Gradle;ProgReactiva;Azure DevOps;CleanArchitecture;CleanCode;Sonar;SOLID;CloudAws;Servicios Rest;Node js,"•TST2022: ING_SW_BASE_ETS_v3(FSJava) •TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava) •TST2021: JAVA+SQL_ETS(FSJava)",,5/10/24,NUEVA,CANCELADO,
2976,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;PostgreSQL;MongoDB; SERENITY;AWS RDS Se requieren conocimientos en: E2E;REST;Principios SOLID;Pirámide SCOTT;AWS;Patrón de diseño Screenplay;Selenium;gearking;cucumber;Manejo de GIT,•TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,,5/14/24,REEMPLAZO,APLICADO_PRESELECCIONADO,
2975,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;AWS DynamoDB;BDD Framework; SERENITY;BDD (Gherkin / Serenity);Gherkin / Cucumber;Git;Postman,•TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,,5/15/24,NUEVA,APLICADO_PRESELECCIONADO,
2979,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,SQL;Java SE;DB2; SERENITY;Micro Focus Extra! X-treme (MyExtra);DevOps;Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,,5/16/24,NUEVA,APLICADO_NO_SELECCIONADO,
2996,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;MYSQL;AWS DynamoDB;Karate Framework;BDD Framework;Micro Focus Extra! X-treme (MyExtra);Gherkin / Cucumber;Patrón de diseño ScreenPlay;Kobiton;Appium ;Selenium Se requieren conocimientos en: java;javascrip;dark,•TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,,5/24/24,NUEVA,APLICADO_PRESELECCIONADO,
2995,,DESARROLLOS MOBILE SENIOR,,Dart;SQLite;SQL Server;Artifactory;Flutter;Mockito;Git;Android Studio Se requieren conocimientos en: Flutter y dark DevOps >Git,•TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,,5/24/24,NUEVA,APLICADO_SELECCIONADO,
2993,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;MYSQL;Spring Boot;Spring Cloud;Artifactory;Pruebas Unitarias;SOLID;DOCKER;Kubernetes;Gradle;Git Se requieren conocimientos en: programación reactiva y funcional >DevOps >Git >AWS ,•TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,5/24/24,NUEVA,APLICADO_SELECCIONADO,
3007,,INGENIERIA NUBE SENIOR,,,,,5/29/24,NUEVA,APLICADO_SELECCIONADO,
3004,,DESARROLLOS BACK-END SENIOR,,JAVA SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;Gitse requieren conocimientos en: junit;Mockito;Karate;Gradle;jmeter;Programacion Reactiva;DevOps;CleanArchitecture;CleanCode;Sonar;SOLID;Swagger;CloudAws;Servicios Rest;Postman,•TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,6/4/24,REASIGNACION,APLICADO_SELECCIONADO,
3005,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;Git: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: junit;Mockito;Karate;Gradle;jmeter;Programacion Reactiva;DevOps;CleanArchitecture;CleanCode;Sonar;SOLID;Swagger;CloudAws;Servicios Rest;Postman,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,6/4/24,NUEVA,APLICADO_NO_SELECCIONADO,
2993,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;MYSQL;Spring Boot;Spring Cloud;Artifactory;Pruebas Unitarias;SOLID;DOCKER;Kubernetes;Gradle;Git Se requieren conocimientos en: programación reactiva y funcional >DevOps >Git >AWS ,•TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,6/4/24,NUEVA,APLICADO_SELECCIONADO,
2995,,DESARROLLOS MOBILE SENIOR,,Dart;SQLite;SQL Server;Artifactory;Flutter;Mockito;Git;Android Studio Se requieren conocimientos en: Flutter y dark DevOps >Git,•TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,,6/4/24,NUEVA,CANCELADO,
3019,,AUTOMATIZADOR DE PRUEBAS -SENIOR,,,,,6/12/24,REASIGNACION,APLICADO_SELECCIONADO,
3026,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;Spring Boot;Artifactory;SOLID;DOCKER;Gradle-ener en cuenta;se requieren conocimientos en: Event-driven Architecture (EDA);DDD;Kubernetes;Git;arquitectura limpia;programación de aplicaciones reactivas ,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,6/13/24,REEMPLAZO,APLICADO_PRESELECCIONADO,Edwin Ramirez
3023,,AUTOMATIZADOR DE PRUEBAS -SENIOR,,Java SE;PostgreSQL;BDD (Gherkin / Serenity);Selenium,,,6/13/24,NUEVA,APLICADO_DESISTIDO,Desistimiento
3005,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Web;Artifactory;Pruebas Unitarias;Pruebas de Performance;Kubernetes;DOCKER;RabbitMQ;Git: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: junit;Mockito;Karate;Gradle;jmeter;Programacion Reactiva;DevOps;CleanArchitecture;CleanCode;Sonar;SOLID;Swagger;CloudAws;Servicios Rest;Postman,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,6/13/24,NUEVA,APLICADO_SELECCIONADO,
3027,,DESARROLLOS FULL-STACK SENIOR,,REACT;TYPESCRIPT;PostgreSQL;AWS DynamoDB;Spring Boot;Express;AMAZON EC2;Artifactory;Event-driven Architecture (EDA);DDD;Kubernetes;Nodejs;RabbitMQ;NPMTener en cuenta;se requieren conocimientos en: Node js y con la libreria de front React js;kubernetes y servicios de awsm," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSNode);TST2022: ING_SW_BASE_ETS_v3(FSNode);TST2021: NODE+SQL_VSTI",,6/18/24,NUEVA,APLICADO_PRESELECCIONADO,
3036,,DESARROLLOS BACK-END SEMI-SENIOR,,COBOL;RPG/ILE;DB2,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,,6/19/24,NUEVA,APLICADO_PRESELECCIONADO,
3031,,Desarrollador Front Senior,,TYPESCRIPT;Fundamentos HTML;Angular;DDD;NPM se requieren conocimientos en: Microfronts;Devops;AWS Console;Pruebas unitarias;Pruebas E2E con Serenity;experiencia en programación reactiva;buenas prácticas generales en Dllo y conocimiento de estados persistentes en Angular,,,6/18/24,NUEVA,APLICADO_PRESELECCIONADO,
3035,,	DESARROLLOS FULL-STACK SEMISENIOR,,Java SE;Elixir;ORACLE;PostgreSQL;Angular;Spring Boot;AMAZON EC2;Artifactory;DOCKER;Kubernetes;Git;JUNITener en cuenta;se requiere Nivel de inglés B2,,,6/19/24,REEMPLAZO,CANCELADO,
3038,,DESARROLLOS MOBILE SemiSenior,,JAVA SE;Dart;SQL Server;LevelDB;Artifactory;SWIFT;Jmeter;Flutter;Mockito;Git;Postman  Habilidades Se postea para su gestión Tener en cuenta;se requieren conocimientos en: JS;TYPESCRIPT;HTML;base de AWS y DevOps Solicitud para reintegro de Nataly Paola Mendoza Olivera que regresa de licencia de maternidad,,,6/21/24,REEMPLAZO,CANCELADO,
3039,,QA SALESFORCE SENIOR ,,Java SE;XPATH;MYSQL;BDD Framework;Salesforce Lightning;Salesforce Financial Services;Salesforce Core Cloud;Sales Cloud;Postman ;Salesforce Visualforce,QA Salesforce,,6/24/24,NUEVA,APLICADO_NO_SELECCIONADO,
3030,,AUTOMATIZADOR DE PRUEBAS - SEMI-SENIOR,,Java SE;SQL Server; SERENITY;Micro Focus Extra! X-treme (MyExtra);Kobiton;AWS RDS;Postman ;Análisis Estático (SonarQube),TST_2024_V1: MATRIZ_ING_SOFTWARE_QA ,,6/28/24,NUEVA,APLICADO_NO_SELECCIONADO,Debe estar en Medellín
3043,,Desarrollador Salesforce Senior,,Java SE;MYSQL;Salesforce Lightning;Lightning Design System (LDS);Salesforce Apexchange;Salesforce Financial Services;REST;Salesforce Core Cloud;Sales Cloud;Salesforce Visualforce ,TST_2024_V1: MATRIZ_ING_SOFTWARE_APLICACIONES,0,6/26/24,NUEVA,APLICADO_SELECCIONADO,
3060,,Automatizador de Pruebas Senior,Nuevas Soluciones de Flujos,Java SE;MongoDB;PostgreSQL;SERENITY;Micro Focus Extra! X-treme (MyExtra);Gherkin / Cucumber;DevOps;AWS RDS;Postman ;Git;se requieren conocimientos y experiencia en el área de pruebas de certificación enfocados a Pruebas E2E y de microservicios Skill : Principios SOLID;Pirámide SCOTT;Base de datos;Arquitecturas limpias;Automatización de pruebas (E2E;REST);Certificación de pruebas (Documentación);Manejo en matriz de riesgo;Diseño y elaboración de casos de usos;Manejo y conocimiento de servicios AWS;Patrón de diseño Screenplay;Selenium;Devops,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/5/24,NUEVA,APLICADO_PRESELECCIONADO,
3067,,Automatizador de Pruebas Semi-Senior,,ava SE;SQL Server;Karate Framework; SERENITY;BDD (Gherkin / Serenity);Patrón de diseño ScreenPlay;Análisis Estático (SonarQube),TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/5/24,NUEVA,APLICADO_PRESELECCIONADO,Tener en cuenta se requieren conocimientos funcionales en Factoring
3023,,Automatizador de Pruebas Senior,,Java SE;PostgreSQL;BDD (Gherkin / Serenity);Selenium ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/8/24,NUEVA,APLICADO_PRESELECCIONADO,Tener en cuenta se requieren conocimientos en    automatización de pruebas Nube
3070,,Automatizador de Pruebas Senior,Distribución Digital Personas,Java SE;AWS DynamoDB;Karate Framework;BDD Framework;Micro Focus Extra! X-treme (MyExtra);REST;Patrón de diseño ScreenPlay;Kobiton;AWS RDS;Selenium;Appium se requiere analista de QA automation con conocimientos en cucumber;serenity;integration test flutter;playwright ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/8/24,NUEVA,NO_APLICADO,
3074,,Automatizador de Pruebas Senior,Distribución Digital Personas,Java SE;SQL Server;Karate Framework; SERENITY;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);Patrón de diseño ScreenPlay;Kobiton;Selenium;Appium ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/9/24,NUEVA,APLICADO_SELECCIONADO,
3073,,Automatizador de Pruebas Senior,Distribución Digital Personas,Java SE;SQL Server;Karate Framework; SERENITY;Micro Focus Extra! X-treme (MyExtra);Patrón de diseño ScreenPlay;Kobiton;Postman ;Appium ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,7/9/24,NUEVA,NO_APLICADO,
3076,,DESARROLLOS MOBILE SENIOR,,Dart;SQL Server;Artifactory;Flutter;Despliegue en Tiendas;Mockito;Android Studio;Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,7/9/24,NUEVA,APLICADO_NO_SELECCIONADO,
